CSL01_BELT_SI03,C\PLC\R\CPU\global_variables.vbb,0,,84,0,,,SAFEBOOL,SIX20.2,,VAR_GLOBAL,NOT USED,,
CSL02_BELT_SI05,C\PLC\R\CPU\global_variables.vbb,0,,85,0,,,SAFEBOOL,SIX20.4,,VAR_GLOBAL,NOT USED,,
ESTOP_1401_3,POE\Main\Code.GB,10,IN,297,27,Read,,SAFEBOOL,SIX25.2,,VAR_GLOBAL,GLOBAL,,
ESTOP_1401_3,POE\Main\Code.GB,13,IN,314,27,Read,,SAFEBOOL,SIX25.2,,VAR_GLOBAL,GLOBAL,,
ESTOP_1411_3,POE\Main\Code.GB,7,IN,254,29,Read,,SAFEBOOL,SIX53.2,,VAR_GLOBAL,GLOBAL,,
ESTOP_1416_3,POE\Main\Code.GB,7,IN,255,29,Read,,SAFEBOOL,SIX65.2,,VAR_GLOBAL,GLOBAL,,
ESTOP_1416_4,POE\Main\Code.GB,10,IN,256,29,Read,,SAFEBOOL,SIX65.3,,VAR_GLOBAL,GLOBAL,,
GS_1401_1,POE\Main\Code.GB,10,IN,267,31,Read,,SAFEBOOL,SIX25.0,,VAR_GLOBAL,GLOBAL,,
GS_1401_DI1,POE\Main\Code.GB,10,IN,268,18,Read,,BOOL,NSIX522.0,,VAR_GLOBAL,GLOBAL,,
GS_1402_1,POE\Main\Code.GB,13,IN,309,31,Read,,SAFEBOOL,SIX29.0,,VAR_GLOBAL,GLOBAL,,
GS_1402_DI1,POE\Main\Code.GB,13,IN,310,19,Read,,BOOL,NSIX524.0,,VAR_GLOBAL,GLOBAL,,
GS_1404_1,POE\Main\Code.GB,10,IN,269,31,Read,,SAFEBOOL,SIX37.0,,VAR_GLOBAL,GLOBAL,,
GS_1404_2,POE\Main\Code.GB,16,IN,361,70,Read,,SAFEBOOL,SIX37.1,,VAR_GLOBAL,GLOBAL,,
GS_1404_DI1,POE\Main\Code.GB,10,IN,270,18,Read,,BOOL,NSIX528.0,,VAR_GLOBAL,GLOBAL,,
GS_1406_1,POE\Main\Code.GB,13,IN,311,31,Read,,SAFEBOOL,SIX41.0,,VAR_GLOBAL,GLOBAL,,
GS_1406_2,POE\Main\Code.GB,16,IN,362,70,Read,,SAFEBOOL,SIX41.1,,VAR_GLOBAL,GLOBAL,,
GS_1406_DI1,POE\Main\Code.GB,13,IN,312,19,Read,,BOOL,NSIX530.0,,VAR_GLOBAL,GLOBAL,,
Pullcord_1414_3,POE\Main\Code.GB,19,IN,426,64,Read,,SAFEBOOL,SIX57.2,,VAR_GLOBAL,GLOBAL,,
Pullcord_1414_4,POE\Main\Code.GB,19,IN,512,64,Read,,SAFEBOOL,SIX57.3,,VAR_GLOBAL,GLOBAL,,
Pullcord_1415_3,POE\Main\Code.GB,22,IN,513,64,Read,,SAFEBOOL,SIX61.2,,VAR_GLOBAL,GLOBAL,,
Pullcord_1415_4,POE\Main\Code.GB,22,IN,560,64,Read,,SAFEBOOL,SIX61.3,,VAR_GLOBAL,GLOBAL,,
Safety_EDM_Comm,POE\Decode\Decode.GB,5,IN,35,26,Read,,DWORD,NSID4,,VAR_GLOBAL,GLOBAL,,
Safety_MasterReset_Comm,POE\Decode\Decode.GB,1,IN,80,16,Read,,WORD,NSIW0,,VAR_GLOBAL,GLOBAL,,
Safety_ModuleFault,POE\Main\Code.GB,1,OUT,41,36,Write,,BOOL,NSQX0.0,,VAR_GLOBAL,GLOBAL,,
Safety_Reset_Comm,POE\Decode\Decode.GB,3,IN,29,22,Read,,DWORD,NSID8,,VAR_GLOBAL,GLOBAL,,
SafetyZone_10_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,209,0,,,WORD,NSQW20,,VAR_GLOBAL,NOT USED,,
SafetyZone_11_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,210,0,,,WORD,NSQW22,,VAR_GLOBAL,NOT USED,,
SafetyZone_12_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,211,0,,,WORD,NSQW24,,VAR_GLOBAL,NOT USED,,
SafetyZone_13_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,212,0,,,WORD,NSQW26,,VAR_GLOBAL,NOT USED,,
SafetyZone_14_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,213,0,,,WORD,NSQW28,,VAR_GLOBAL,NOT USED,,
SafetyZone_15_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,214,0,,,WORD,NSQW30,,VAR_GLOBAL,NOT USED,,
SafetyZone_16_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,215,0,,,WORD,NSQW32,,VAR_GLOBAL,NOT USED,,
SafetyZone_17_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,216,0,,,WORD,NSQW34,,VAR_GLOBAL,NOT USED,,
SafetyZone_18_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,217,0,,,WORD,NSQW36,,VAR_GLOBAL,NOT USED,,
SafetyZone_19_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,218,0,,,WORD,NSQW38,,VAR_GLOBAL,NOT USED,,
SafetyZone_1_DataFromSafePLC,POE\Main\Code.GB,8,OUT,40,39,Write,,WORD,NSQW2,,VAR_GLOBAL,GLOBAL,,
SafetyZone_20_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,219,0,,,WORD,NSQW40,,VAR_GLOBAL,NOT USED,,
SafetyZone_21_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,220,0,,,WORD,NSQW42,,VAR_GLOBAL,NOT USED,,
SafetyZone_22_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,221,0,,,WORD,NSQW44,,VAR_GLOBAL,NOT USED,,
SafetyZone_23_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,222,0,,,WORD,NSQW46,,VAR_GLOBAL,NOT USED,,
SafetyZone_24_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,223,0,,,WORD,NSQW48,,VAR_GLOBAL,NOT USED,,
SafetyZone_25_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,224,0,,,WORD,NSQW50,,VAR_GLOBAL,NOT USED,,
SafetyZone_26_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,225,0,,,WORD,NSQW52,,VAR_GLOBAL,NOT USED,,
SafetyZone_27_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,226,0,,,WORD,NSQW54,,VAR_GLOBAL,NOT USED,,
SafetyZone_28_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,227,0,,,WORD,NSQW56,,VAR_GLOBAL,NOT USED,,
SafetyZone_29_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,228,0,,,WORD,NSQW58,,VAR_GLOBAL,NOT USED,,
SafetyZone_2_DataFromSafePLC,POE\Main\Code.GB,11,OUT,65,44,Write,,WORD,NSQW4,,VAR_GLOBAL,GLOBAL,,
SafetyZone_30_DataFromSafePLC,C\PLC\R\CPU\global_variables.vbb,0,,229,0,,,WORD,NSQW60,,VAR_GLOBAL,NOT USED,,
SafetyZone_3_DataFromSafePLC,POE\Main\Code.GB,14,OUT,109,44,Write,,WORD,NSQW6,,VAR_GLOBAL,GLOBAL,,
SafetyZone_4_DataFromSafePLC,POE\Main\Code.GB,17,OUT,151,44,Write,,WORD,NSQW8,,VAR_GLOBAL,GLOBAL,,
SafetyZone_5_DataFromSafePLC,POE\Main\Code.GB,17,OUT,189,44,Write,,WORD,NSQW10,,VAR_GLOBAL,GLOBAL,,
SafetyZone_6_DataFromSafePLC,POE\Main\Code.GB,20,OUT,396,43,Write,,WORD,NSQW12,,VAR_GLOBAL,GLOBAL,,
SafetyZone_7_DataFromSafePLC,POE\Main\Code.GB,20,OUT,463,43,Write,,WORD,NSQW14,,VAR_GLOBAL,GLOBAL,,
SafetyZone_8_DataFromSafePLC,POE\Main\Code.GB,23,OUT,511,43,Write,,WORD,NSQW16,,VAR_GLOBAL,GLOBAL,,
SafetyZone_9_DataFromSafePLC,POE\Main\Code.GB,23,OUT,561,43,Write,,WORD,NSQW18,,VAR_GLOBAL,GLOBAL,,
SC01_Output_1,POE\Main\Code.GB,11,OUT,277,0,Write,,SAFEBOOL,SQX5.0,,VAR_GLOBAL,GLOBAL,,
SC01_Output_2,POE\Main\Code.GB,11,OUT,278,0,Write,,SAFEBOOL,SQX5.1,,VAR_GLOBAL,GLOBAL,,
SC01_Output_3,POE\Main\Code.GB,14,OUT,353,0,Write,,SAFEBOOL,SQX5.2,,VAR_GLOBAL,GLOBAL,,
SC01_Output_4,POE\Main\Code.GB,14,OUT,354,0,Write,,SAFEBOOL,SQX5.3,,VAR_GLOBAL,GLOBAL,,
SC01_SO_ReleaseOutput,POE\Main\Code.GB,1,OUT,223,0,Write,,BOOL,NSQX544.0,,VAR_GLOBAL,GLOBAL,,
SC02_Output_1,POE\Main\Code.GB,14,OUT,325,0,Write,,SAFEBOOL,SQX6.0,,VAR_GLOBAL,GLOBAL,,
SC02_Output_2,POE\Main\Code.GB,14,OUT,329,0,Write,,SAFEBOOL,SQX6.1,,VAR_GLOBAL,GLOBAL,,
SC02_Output_3,POE\Main\Code.GB,17,OUT,369,0,Write,,SAFEBOOL,SQX6.2,,VAR_GLOBAL,GLOBAL,,
SC02_Output_4,POE\Main\Code.GB,17,OUT,370,0,Write,,SAFEBOOL,SQX6.3,,VAR_GLOBAL,GLOBAL,,
SC02_SO_ReleaseOutput,POE\Main\Code.GB,1,OUT,225,0,Write,,BOOL,NSQX545.0,,VAR_GLOBAL,GLOBAL,,
SC03_Output_1,POE\Main\Code.GB,17,OUT,423,0,Write,,SAFEBOOL,SQX7.0,,VAR_GLOBAL,GLOBAL,,
SC03_Output_2,POE\Main\Code.GB,20,OUT,470,0,Write,,SAFEBOOL,SQX7.1,,VAR_GLOBAL,GLOBAL,,
SC03_Output_3,POE\Main\Code.GB,20,OUT,520,0,Write,,SAFEBOOL,SQX7.2,,VAR_GLOBAL,GLOBAL,,
SC03_Output_4,POE\Main\Code.GB,23,OUT,568,0,Write,,SAFEBOOL,SQX7.3,,VAR_GLOBAL,GLOBAL,,
SC03_SO_ReleaseOutput,POE\Main\Code.GB,1,OUT,233,0,Write,,BOOL,NSQX546.0,,VAR_GLOBAL,GLOBAL,,
SC04_SO_ReleaseOutput,POE\Main\Code.GB,4,OUT,241,0,Write,,BOOL,NSQX547.0,,VAR_GLOBAL,GLOBAL,,
SC05_Output_1,POE\Main\Code.GB,11,OUT,292,0,Write,,SAFEBOOL,SQX9.0,,VAR_GLOBAL,GLOBAL,,
SC05_Output_2,POE\Main\Code.GB,14,OUT,341,0,Write,,SAFEBOOL,SQX9.1,,VAR_GLOBAL,GLOBAL,,
SC05_SO_ReleaseOutput,POE\Main\Code.GB,4,OUT,249,0,Write,,BOOL,NSQX548.0,,VAR_GLOBAL,GLOBAL,,
SM5_SafeDigitalOutput01,C\PLC\R\CPU\global_variables.vbb,0,,46,0,,,SAFEBOOL,SQX2.0,,VAR_GLOBAL,NOT USED,,
SM5_SafeDigitalOutput02,C\PLC\R\CPU\global_variables.vbb,0,,47,0,,,SAFEBOOL,SQX2.1,,VAR_GLOBAL,NOT USED,,
SM5_SafeDigitalOutput03,C\PLC\R\CPU\global_variables.vbb,0,,48,0,,,SAFEBOOL,SQX2.2,,VAR_GLOBAL,NOT USED,,
SM5_SafeDigitalOutput04,C\PLC\R\CPU\global_variables.vbb,0,,49,0,,,SAFEBOOL,SQX2.3,,VAR_GLOBAL,NOT USED,,
SM6_SafeDigitalOutput01,C\PLC\R\CPU\global_variables.vbb,0,,53,0,,,SAFEBOOL,SQX3.0,,VAR_GLOBAL,NOT USED,,
